gene,old_rank,new_rank,rank_shift,regpower_eb_mean,guide_corr,donor_corr,single_guide_frac,repro_weight,reweighted_score,donor_metadata,n_guides_med,peak_condition
ICAM1,4463,4565,-102,-2.1331,0.092,,0.0,0.409,-0.8724,ausente (peso neutral),2.0,Stim48hr
ZSWIM8,4456,4566,-110,-2.1331,0.09,,0.0,0.409,-0.8724,ausente (peso neutral),2.0,Stim8hr
GCC1,4586,4567,19,-2.1761,0.07,,0.0,0.401,-0.8726,ausente (peso neutral),2.0,Stim48hr
THEMIS,4538,4568,-30,-2.1492,0.081,,0.0,0.406,-0.8726,ausente (peso neutral),2.0,Rest
GNB5,4331,4569,-238,-2.0787,0.121,,0.0,0.42,-0.8731,ausente (peso neutral),2.0,Stim8hr
SLC15A4,2960,4570,-1610,-1.5535,,,0.0,0.562,-0.8731,ausente (peso neutral),2.0,Stim8hr
ZNF619,4865,4571,294,-2.2562,0.031,,0.0,0.387,-0.8731,ausente (peso neutral),2.0,Stim48hr
SUV39H1,3929,4572,-643,-1.9365,0.203,,0.0,0.451,-0.8734,ausente (peso neutral),2.0,Stim8hr
TMEM19,4786,4573,213,-2.2401,0.04,,0.0,0.39,-0.8736,ausente (peso neutral),2.0,Stim48hr
ACTN4,4444,4574,-130,-2.1152,0.101,,0.0,0.413,-0.8736,ausente (peso neutral),2.0,Rest
PPP2R1B,4962,4575,387,-2.2928,0.015,,0.0,0.381,-0.8736,ausente (peso neutral),2.0,Stim8hr
TRAF3IP3,6010,4576,1434,-2.5935,,,1.0,0.337,-0.874,ausente (peso neutral),1.0,Stim8hr
SH3GLB2,5997,4577,1420,-2.5935,,,1.0,0.337,-0.874,ausente (peso neutral),1.0,Rest
SERPINB1,5954,4578,1376,-2.5935,,,1.0,0.337,-0.874,ausente (peso neutral),1.0,Stim48hr
PGAP1,6100,4579,1521,-2.5935,,,1.0,0.337,-0.874,ausente (peso neutral),1.0,Stim48hr
ACTG1,5977,4580,1397,-2.5935,,,1.0,0.337,-0.874,ausente (peso neutral),1.0,Stim48hr
EGLN2,5955,4581,1374,-2.5935,,,1.0,0.337,-0.874,ausente (peso neutral),1.0,Rest
VPS13C,6005,4582,1423,-2.5935,,,1.0,0.337,-0.874,ausente (peso neutral),1.0,Rest
NCK2,6099,4583,1516,-2.5935,,,1.0,0.337,-0.874,ausente (peso neutral),1.0,Stim8hr
RANBP9,5982,4584,1398,-2.5935,,,1.0,0.337,-0.874,ausente (peso neutral),1.0,Stim8hr
TRAPPC10,5994,4585,1409,-2.5935,,,1.0,0.337,-0.874,ausente (peso neutral),1.0,Rest
RNF5,5058,4586,472,-2.331,-0.03,,0.0,0.375,-0.8741,ausente (peso neutral),2.0,Stim48hr
ARMC6,5056,4587,469,-2.331,-0.093,,0.0,0.375,-0.8741,ausente (peso neutral),2.0,Rest
KLHL28,5062,4588,474,-2.331,-0.041,,0.0,0.375,-0.8741,ausente (peso neutral),2.0,Stim48hr
N4BP2,4659,4589,70,-2.1857,0.068,,0.0,0.4,-0.8743,ausente (peso neutral),2.0,Stim48hr
ACSL4,4269,4590,-321,-2.0626,0.132,,0.0,0.424,-0.8745,ausente (peso neutral),2.0,Rest
TBC1D23,4491,4591,-100,-2.1331,0.094,,0.0,0.41,-0.8746,ausente (peso neutral),2.0,Stim48hr
AREL1,5067,4592,475,-2.3327,-0.008,,0.0,0.375,-0.8748,ausente (peso neutral),2.0,Rest
PTP4A3,4575,4593,-18,-2.1706,0.076,,0.0,0.403,-0.8748,ausente (peso neutral),2.0,Stim8hr
GOPC,4313,4594,-281,-2.0787,0.123,,0.0,0.421,-0.8751,ausente (peso neutral),2.0,Rest
FUT8,4568,4595,-27,-2.1667,0.076,,0.0,0.404,-0.8753,ausente (peso neutral),2.0,Rest
UIMC1,4855,4596,259,-2.2562,0.034,,0.0,0.388,-0.8754,ausente (peso neutral),2.0,Stim48hr
BORCS5,4998,4597,401,-2.2928,0.018,,0.0,0.382,-0.8758,ausente (peso neutral),2.0,Stim8hr
TNFRSF10A,4997,4598,399,-2.2928,0.019,,0.0,0.382,-0.8758,ausente (peso neutral),2.0,Stim48hr
CEP41,4241,4599,-358,-2.056,0.136,,0.0,0.426,-0.8759,ausente (peso neutral),2.0,Rest
BAG5,5023,4600,423,-2.2934,0.019,,0.0,0.382,-0.8761,ausente (peso neutral),2.0,Stim8hr
SLMAP,5083,4601,482,-2.3371,0.001,,0.0,0.375,-0.8764,ausente (peso neutral),2.0,Stim48hr
MAN2B1,4678,4602,76,-2.1863,0.07,,0.0,0.401,-0.8767,ausente (peso neutral),2.0,Rest
ARID4A,5033,4603,430,-2.3137,0.011,,0.0,0.379,-0.8769,ausente (peso neutral),2.0,Stim48hr
RUFY1,4069,4604,-535,-1.984,0.18,,0.0,0.442,-0.8769,ausente (peso neutral),2.0,Rest
VPS11,4688,4605,83,-2.1981,0.063,,0.0,0.399,-0.877,ausente (peso neutral),2.0,Stim48hr
PREP,4693,4606,87,-2.1981,0.064,,0.0,0.399,-0.877,ausente (peso neutral),2.0,Stim48hr
ZNF546,4698,4607,91,-2.1981,0.065,,0.0,0.399,-0.877,ausente (peso neutral),2.0,Stim8hr
PMS1,4937,4608,329,-2.2783,0.027,,0.0,0.385,-0.8771,ausente (peso neutral),2.0,Stim48hr
GOLGA7,4713,4609,104,-2.2157,0.055,,0.0,0.396,-0.8774,ausente (peso neutral),2.0,Rest
OCEL1,4861,4610,251,-2.2562,0.038,,0.0,0.389,-0.8777,ausente (peso neutral),2.0,Stim48hr
WHAMM,4825,4611,214,-2.2562,0.037,,0.0,0.389,-0.8777,ausente (peso neutral),2.0,Rest
DAPP1,6393,4612,1781,-2.7005,-0.1,,0.33,0.325,-0.8777,ausente (peso neutral),2.0,Rest
ZNF764,4345,4613,-268,-2.0852,0.123,,0.0,0.421,-0.8779,ausente (peso neutral),2.0,Rest
BCL2L11,4351,4614,-263,-2.0852,0.121,,0.0,0.421,-0.8779,ausente (peso neutral),2.0,Rest
FAM50A,5021,4615,406,-2.2934,0.022,,0.0,0.383,-0.8784,ausente (peso neutral),2.0,Stim8hr
HPSE,4614,4616,-2,-2.1857,0.073,,0.0,0.402,-0.8787,ausente (peso neutral),2.0,Stim8hr
NECAB3,4669,4617,52,-2.1857,0.072,,0.0,0.402,-0.8787,ausente (peso neutral),2.0,Stim8hr
PLBD2,4621,4618,3,-2.1857,0.072,,0.0,0.402,-0.8787,ausente (peso neutral),2.0,Stim8hr
SUSD6,4493,4619,-126,-2.1331,,,0.67,0.412,-0.8788,ausente (peso neutral),1.0,Rest
GTF2H3,2983,4620,-1637,-1.564,,,0.0,0.562,-0.879,ausente (peso neutral),2.0,Stim8hr
KIF21A,5105,4621,484,-2.3454,-0.074,,0.0,0.375,-0.8795,ausente (peso neutral),2.0,Stim48hr
RFX2,5091,4622,469,-2.3454,-0.01,,0.0,0.375,-0.8795,ausente (peso neutral),2.0,Stim48hr
H2AX,2986,4623,-1637,-1.5656,,,0.0,0.562,-0.8799,ausente (peso neutral),2.0,Stim48hr
CIZ1,4849,4624,225,-2.2562,0.041,,0.0,0.39,-0.8799,ausente (peso neutral),2.0,Rest
SELENOH,4814,4625,189,-2.2507,0.042,,0.0,0.391,-0.88,ausente (peso neutral),2.0,Stim48hr
RBM45,3989,4626,-637,-1.9555,0.2,,0.0,0.45,-0.88,ausente (peso neutral),2.0,Rest
CKS2,4770,4627,143,-2.2401,0.047,,0.0,0.393,-0.8804,ausente (peso neutral),2.0,Rest
TCEAL8,4759,4628,131,-2.2401,0.049,,0.0,0.393,-0.8804,ausente (peso neutral),2.0,Stim48hr
KLHDC3,4703,4629,74,-2.2013,0.066,,0.0,0.4,-0.8805,ausente (peso neutral),2.0,Stim48hr
TICAM1,4630,4630,0,-2.1857,0.075,,0.0,0.403,-0.8808,ausente (peso neutral),2.0,Stim8hr
PDXP,4609,4631,-22,-2.1857,0.074,,0.0,0.403,-0.8808,ausente (peso neutral),2.0,Stim48hr
GALNT7,4635,4632,3,-2.1857,0.075,,0.0,0.403,-0.8808,ausente (peso neutral),2.0,Stim8hr
ZFPL1,5029,4633,396,-2.3067,0.019,,0.0,0.382,-0.8812,ausente (peso neutral),2.0,Stim48hr
RIC8A,3245,4634,-1389,-1.7182,0.093,0.877,0.0,0.513,-0.8814,presente,2.0,Stim48hr
DUS2,6119,4635,1484,-2.6156,,,1.0,0.337,-0.8815,ausente (peso neutral),1.0,Stim48hr
RIC8B,3197,4636,-1439,-1.6956,0.103,0.884,0.0,0.52,-0.8817,presente,2.0,Stim48hr
SLC35A3,5104,4637,467,-2.3454,0.003,,0.0,0.376,-0.8819,ausente (peso neutral),2.0,Rest
ATP10D,5121,4638,483,-2.3525,-0.002,,0.0,0.375,-0.8822,ausente (peso neutral),2.0,Rest
C14orf28,5130,4639,491,-2.3525,-0.02,,0.0,0.375,-0.8822,ausente (peso neutral),2.0,Rest
SIRPG,5120,4640,480,-2.3525,-0.004,,0.0,0.375,-0.8822,ausente (peso neutral),2.0,Rest
KANSL1L,5136,4641,495,-2.3525,-0.02,,0.0,0.375,-0.8822,ausente (peso neutral),2.0,Rest
RANBP6,4862,4642,220,-2.2562,0.042,,0.0,0.391,-0.8822,ausente (peso neutral),2.0,Stim48hr
N4BP3,4710,4643,67,-2.2112,0.065,,0.0,0.399,-0.8823,ausente (peso neutral),2.0,Stim48hr
SIVA1,4789,4644,145,-2.2401,0.05,,0.0,0.394,-0.8826,ausente (peso neutral),2.0,Rest
ATG4C,4760,4645,115,-2.2401,0.05,,0.0,0.394,-0.8826,ausente (peso neutral),2.0,Stim48hr
KIFBP,4975,4646,329,-2.2928,0.027,,0.0,0.385,-0.8827,ausente (peso neutral),2.0,Stim8hr
PLOD1,5012,4647,365,-2.2928,0.027,,0.0,0.385,-0.8827,ausente (peso neutral),2.0,Stim48hr
SDF2L1,4988,4648,340,-2.2928,0.028,,0.0,0.385,-0.8827,ausente (peso neutral),2.0,Stim8hr
TOMM5,4629,4649,-20,-2.1857,0.078,,0.0,0.404,-0.883,ausente (peso neutral),2.0,Stim8hr
ATP9B,3918,4650,-732,-1.9328,0.219,,0.0,0.457,-0.8833,ausente (peso neutral),2.0,Stim8hr
SRC,4894,4651,243,-2.2598,0.042,,0.0,0.391,-0.8836,ausente (peso neutral),2.0,Stim48hr
CDC42EP3,6130,4652,1478,-2.6235,,,1.0,0.337,-0.8841,ausente (peso neutral),1.0,Stim8hr
DDX19A,4723,4653,70,-2.2157,0.064,,0.0,0.399,-0.8841,ausente (peso neutral),2.0,Stim48hr
NECAP1,6077,4654,1423,-2.5935,0.049,,0.33,0.341,-0.8844,ausente (peso neutral),2.0,Rest
SNX14,4843,4655,188,-2.2562,0.045,,0.0,0.392,-0.8844,ausente (peso neutral),2.0,Rest
WWP2,4826,4656,170,-2.2562,0.046,,0.0,0.392,-0.8844,ausente (peso neutral),2.0,Stim48hr
EVI5L,5124,4657,467,-2.3525,0.001,,0.0,0.376,-0.8845,ausente (peso neutral),2.0,Rest
TBC1D32,5142,4658,484,-2.3525,0.002,,0.0,0.376,-0.8845,ausente (peso neutral),2.0,Stim48hr
ZSCAN21,4361,4659,-298,-2.091,0.129,,0.0,0.423,-0.8845,ausente (peso neutral),2.0,Stim48hr
INPP5A,4757,4660,97,-2.2401,0.052,,0.0,0.395,-0.8848,ausente (peso neutral),2.0,Stim8hr
ZNF449,3006,4661,-1655,-1.5748,,,0.0,0.562,-0.885,ausente (peso neutral),2.0,Rest
ALKBH4,4981,4662,319,-2.2928,0.03,,0.0,0.386,-0.885,ausente (peso neutral),2.0,Rest
NQO2,4983,4663,320,-2.2928,0.028,,0.0,0.386,-0.885,ausente (peso neutral),2.0,Stim48hr
TRUB2,3387,4664,-1277,-1.7848,0.105,0.794,0.0,0.496,-0.8853,presente,2.0,Stim48hr
SWAP70,4544,4665,-121,-2.1492,,,0.67,0.412,-0.8855,ausente (peso neutral),1.0,Rest
BLMH,4533,4666,-133,-2.1492,,,0.67,0.412,-0.8855,ausente (peso neutral),1.0,Rest
DDX55,4045,4667,-622,-1.9685,,,0.5,0.45,-0.8858,ausente (peso neutral),1.5,Stim48hr
PTRHD1,5059,4668,391,-2.331,0.013,,0.0,0.38,-0.8858,ausente (peso neutral),2.0,Stim48hr
ADPRH,5080,4669,411,-2.3371,0.009,,0.0,0.379,-0.8858,ausente (peso neutral),2.0,Rest
LIMD2,5260,4670,590,-2.3633,-0.005,,0.0,0.375,-0.8862,ausente (peso neutral),2.0,Stim48hr
TMEM184C,5218,4671,547,-2.3633,-0.034,,0.0,0.375,-0.8862,ausente (peso neutral),2.0,Stim8hr
NIPSNAP2,5205,4672,533,-2.3633,-0.083,,0.0,0.375,-0.8862,ausente (peso neutral),2.0,Stim8hr
ZNF227,5204,4673,531,-2.3633,-0.002,,0.0,0.375,-0.8862,ausente (peso neutral),2.0,Stim48hr
BTG3,5266,4674,592,-2.3633,-0.014,,0.0,0.375,-0.8862,ausente (peso neutral),2.0,Rest
RAB1B,5190,4675,515,-2.3633,-0.016,,0.0,0.375,-0.8862,ausente (peso neutral),2.0,Stim8hr
RAB39B,5198,4676,522,-2.3633,-0.018,,0.0,0.375,-0.8862,ausente (peso neutral),2.0,Stim48hr
UBQLN1,5228,4677,551,-2.3633,-0.027,,0.0,0.375,-0.8862,ausente (peso neutral),2.0,Rest
ATP8A1,5157,4678,479,-2.3633,-0.01,,0.0,0.375,-0.8862,ausente (peso neutral),2.0,Rest
SLC38A5,5268,4679,589,-2.3633,-0.007,,0.0,0.375,-0.8862,ausente (peso neutral),2.0,Rest
AUH,5160,4680,480,-2.3633,-0.032,,0.0,0.375,-0.8862,ausente (peso neutral),2.0,Stim8hr
IAH1,5162,4681,481,-2.3633,-0.074,,0.0,0.375,-0.8862,ausente (peso neutral),2.0,Stim8hr
LYST,5236,4682,554,-2.3633,-0.017,,0.0,0.375,-0.8862,ausente (peso neutral),2.0,Stim8hr
MAP3K8,5217,4683,534,-2.3633,-0.036,,0.0,0.375,-0.8862,ausente (peso neutral),2.0,Stim8hr
RDH10,5093,4684,409,-2.3454,0.008,,0.0,0.378,-0.8866,ausente (peso neutral),2.0,Stim48hr
MACIR,5048,4685,363,-2.3212,0.018,,0.0,0.382,-0.8867,ausente (peso neutral),2.0,Stim8hr
DHCR24,4838,4686,152,-2.2562,0.049,,0.0,0.393,-0.8867,ausente (peso neutral),2.0,Rest
TBC1D10B,3012,4687,-1675,-1.5777,,,0.0,0.562,-0.8867,ausente (peso neutral),2.0,Stim8hr
TRIM47,4711,4688,23,-2.2112,0.069,,0.0,0.401,-0.8867,ausente (peso neutral),2.0,Stim48hr
SLC25A5,4830,4689,141,-2.2562,0.047,,0.0,0.393,-0.8867,ausente (peso neutral),2.0,Rest
ARHGEF2,4871,4690,181,-2.2562,0.049,,0.0,0.393,-0.8867,ausente (peso neutral),2.0,Rest
ATG13,4739,4691,48,-2.217,0.068,,0.0,0.4,-0.8868,ausente (peso neutral),2.0,Rest
CDK8,4955,4692,263,-2.2928,0.033,,0.0,0.387,-0.8873,ausente (peso neutral),2.0,Rest
DPP8,4953,4693,260,-2.2928,0.031,,0.0,0.387,-0.8873,ausente (peso neutral),2.0,Rest
ECPAS,4986,4694,292,-2.2928,0.032,,0.0,0.387,-0.8873,ausente (peso neutral),2.0,Stim48hr
SLFN12L,4982,4695,287,-2.2928,0.033,,0.0,0.387,-0.8873,ausente (peso neutral),2.0,Stim48hr
MTPN,5008,4696,312,-2.2928,0.032,,0.0,0.387,-0.8873,ausente (peso neutral),2.0,Stim8hr
TAMALIN,4807,4697,110,-2.241,0.057,,0.0,0.396,-0.8874,ausente (peso neutral),2.0,Rest
NAPEPLD,4658,4698,-40,-2.1857,0.083,,0.0,0.406,-0.8874,ausente (peso neutral),2.0,Rest
PI4K2B,4634,4699,-65,-2.1857,0.081,,0.0,0.406,-0.8874,ausente (peso neutral),2.0,Stim8hr
MPC1,4652,4700,-48,-2.1857,0.082,,0.0,0.406,-0.8874,ausente (peso neutral),2.0,Stim48hr
COMMD2,4483,4701,-218,-2.1331,0.109,,0.0,0.416,-0.8874,ausente (peso neutral),2.0,Stim48hr
RIPK2,4805,4702,103,-2.241,0.056,,0.0,0.396,-0.8874,ausente (peso neutral),2.0,Rest
TMEM128,4632,4703,-71,-2.1857,0.084,,0.0,0.406,-0.8874,ausente (peso neutral),2.0,Stim48hr
KIFC2,4801,4704,97,-2.241,0.055,,0.0,0.396,-0.8874,ausente (peso neutral),2.0,Rest
G6PC3,5022,4705,317,-2.2934,0.033,,0.0,0.387,-0.8875,ausente (peso neutral),2.0,Rest
ZFAND4,4699,4706,-7,-2.1981,0.077,,0.0,0.404,-0.888,ausente (peso neutral),2.0,Rest
BLCAP,4696,4707,-11,-2.1981,0.076,,0.0,0.404,-0.888,ausente (peso neutral),2.0,Stim48hr
PEPD,4718,4708,10,-2.2157,0.069,,0.0,0.401,-0.8885,ausente (peso neutral),2.0,Stim48hr
TECPR1,5186,4709,477,-2.3633,0.003,,0.0,0.376,-0.8886,ausente (peso neutral),2.0,Stim8hr
MB21D2,5222,4710,512,-2.3633,0.002,,0.0,0.376,-0.8886,ausente (peso neutral),2.0,Rest
IFT27,5170,4711,459,-2.3633,0.003,,0.0,0.376,-0.8886,ausente (peso neutral),2.0,Stim48hr
TMEM106B,4367,4712,-345,-2.091,0.134,,0.0,0.425,-0.8887,ausente (peso neutral),2.0,Stim48hr
MSH6,4820,4713,107,-2.2562,0.05,,0.0,0.394,-0.8889,ausente (peso neutral),2.0,Stim48hr
GRINA,4859,4714,145,-2.2562,0.051,,0.0,0.394,-0.8889,ausente (peso neutral),2.0,Stim48hr
ITGA2,4832,4715,117,-2.2562,0.052,,0.0,0.394,-0.8889,ausente (peso neutral),2.0,Rest
BIN1,5143,4716,427,-2.3525,0.009,,0.0,0.378,-0.8892,ausente (peso neutral),2.0,Rest
ANXA2R,5127,4717,410,-2.3525,0.009,,0.0,0.378,-0.8892,ausente (peso neutral),2.0,Rest
TRIM21,4704,4718,-14,-2.2067,,0.074,0.0,0.403,-0.8893,presente,2.0,Stim8hr
WDR91,4777,4719,58,-2.2401,0.058,,0.0,0.397,-0.8893,ausente (peso neutral),2.0,Rest
IP6K2,4194,4720,-526,-2.026,0.171,,0.0,0.439,-0.8894,ausente (peso neutral),2.0,Rest
HIF1A,2713,4721,-2008,-1.4307,,0.658,0.0,0.622,-0.8899,presente,2.0,Stim48hr
EIF1AD,3022,4722,-1700,-1.5837,,,0.0,0.562,-0.89,ausente (peso neutral),2.0,Stim48hr
GANC,5087,4723,364,-2.3433,0.013,,0.0,0.38,-0.8905,ausente (peso neutral),2.0,Stim8hr
TMEM104,4916,4724,192,-2.2605,0.051,,0.0,0.394,-0.8906,ausente (peso neutral),2.0,Rest
C2orf42,4547,4725,-178,-2.1518,0.103,,0.0,0.414,-0.8908,ausente (peso neutral),2.0,Stim8hr
HOMEZ,5164,4726,438,-2.3633,0.004,,0.0,0.377,-0.891,ausente (peso neutral),2.0,Stim8hr
METTL13,5225,4727,498,-2.3633,0.006,,0.0,0.377,-0.891,ausente (peso neutral),2.0,Rest
LMAN1,3380,4728,-1348,-1.782,0.162,0.723,0.0,0.5,-0.891,presente,2.0,Stim48hr
SHISA5,4876,4729,147,-2.2562,0.053,,0.0,0.395,-0.8912,ausente (peso neutral),2.0,Stim48hr
NDUFS4,4817,4730,87,-2.2562,0.054,,0.0,0.395,-0.8912,ausente (peso neutral),2.0,Stim48hr
WRNIP1,4818,4731,87,-2.2562,0.054,,0.0,0.395,-0.8912,ausente (peso neutral),2.0,Stim48hr
TK2,5069,4732,337,-2.3334,0.018,,0.0,0.382,-0.8914,ausente (peso neutral),2.0,Rest
ZDHHC14,4502,4733,-231,-2.1331,0.113,,0.0,0.418,-0.8916,ausente (peso neutral),2.0,Rest
BCAS3,4492,4734,-242,-2.1331,0.115,,0.0,0.418,-0.8916,ausente (peso neutral),2.0,Stim8hr
TESC,4627,4735,-108,-2.1857,0.089,,0.0,0.408,-0.8918,ausente (peso neutral),2.0,Rest
SH3KBP1,4978,4736,242,-2.2928,0.039,,0.0,0.389,-0.8919,ausente (peso neutral),2.0,Rest
WWOX,5018,4737,281,-2.2928,0.038,,0.0,0.389,-0.8919,ausente (peso neutral),2.0,Rest
ATF1,4244,4738,-494,-2.056,0.159,,0.0,0.434,-0.8923,ausente (peso neutral),2.0,Stim48hr
FLOT2,5113,4739,374,-2.3488,0.012,,0.0,0.38,-0.8925,ausente (peso neutral),2.0,Stim48hr
PDE7B,4914,4740,174,-2.2598,0.053,,0.0,0.395,-0.8926,ausente (peso neutral),2.0,Stim48hr
PHF2,4715,4741,-26,-2.2157,0.074,,0.0,0.403,-0.8929,ausente (peso neutral),2.0,Stim48hr
TRAPPC6B,4714,4742,-28,-2.2157,0.074,,0.0,0.403,-0.8929,ausente (peso neutral),2.0,Stim48hr
RALGAPA2,4873,4743,130,-2.2562,0.057,,0.0,0.396,-0.8935,ausente (peso neutral),2.0,Rest
EGLN3,4724,4744,-20,-2.217,0.075,,0.0,0.403,-0.8935,ausente (peso neutral),2.0,Stim48hr
VAC14,4945,4745,200,-2.2862,0.044,,0.0,0.391,-0.8939,ausente (peso neutral),2.0,Stim8hr
GNAQ,5138,4746,392,-2.3525,0.014,,0.0,0.38,-0.894,ausente (peso neutral),2.0,Stim48hr
SAMD9L,4626,4747,-121,-2.1857,0.09,,0.0,0.409,-0.894,ausente (peso neutral),2.0,Stim48hr
FUNDC1,3626,4748,-1122,-1.8324,,,0.33,0.488,-0.8942,ausente (peso neutral),2.0,Stim48hr
RAB3IP,4802,4749,53,-2.241,0.064,,0.0,0.399,-0.8942,ausente (peso neutral),2.0,Stim8hr
PLCB2,4976,4750,226,-2.2928,0.041,,0.0,0.39,-0.8942,ausente (peso neutral),2.0,Stim48hr
GLB1L3,5014,4751,263,-2.2928,0.039,,0.0,0.39,-0.8942,ausente (peso neutral),2.0,Stim8hr
DNAJB2,4984,4752,232,-2.2928,0.039,,0.0,0.39,-0.8942,ausente (peso neutral),2.0,Rest
ANKRD33B,4576,4753,-177,-2.1706,0.099,,0.0,0.412,-0.8943,ausente (peso neutral),2.0,Stim48hr
SLC25A11,4745,4754,-9,-2.2257,0.073,,0.0,0.402,-0.8947,ausente (peso neutral),2.0,Stim48hr
CEP78,4375,4755,-380,-2.091,0.142,,0.0,0.428,-0.8949,ausente (peso neutral),2.0,Stim48hr
IRF5,4903,4756,147,-2.2598,0.056,,0.0,0.396,-0.8949,ausente (peso neutral),2.0,Stim8hr
THOP1,5031,4757,274,-2.3068,0.036,,0.0,0.388,-0.895,ausente (peso neutral),2.0,Stim48hr
HSPBP1,4717,4758,-41,-2.2157,0.077,,0.0,0.404,-0.8951,ausente (peso neutral),2.0,Stim48hr
AZIN1,4883,4759,124,-2.2562,0.059,,0.0,0.397,-0.8957,ausente (peso neutral),2.0,Stim48hr
CEP15,5101,4760,341,-2.3454,0.02,,0.0,0.382,-0.8959,ausente (peso neutral),2.0,Rest
ACBD3,4624,4761,-137,-2.1857,0.093,,0.0,0.41,-0.8961,ausente (peso neutral),2.0,Stim8hr
MICAL3,4644,4762,-118,-2.1857,0.093,,0.0,0.41,-0.8961,ausente (peso neutral),2.0,Stim48hr
CLK4,4672,4763,-91,-2.1857,0.093,,0.0,0.41,-0.8961,ausente (peso neutral),2.0,Stim8hr
MAPK1IP1L,4605,4764,-159,-2.1857,0.094,,0.0,0.41,-0.8961,ausente (peso neutral),2.0,Stim48hr
CCNL1,4651,4765,-114,-2.1857,0.092,,0.0,0.41,-0.8961,ausente (peso neutral),2.0,Stim48hr
CHCHD7,4570,4766,-196,-2.1702,0.1,,0.0,0.413,-0.8963,ausente (peso neutral),2.0,Stim48hr
SCAF11,2496,4767,-2271,-1.3299,,0.796,0.0,0.674,-0.8964,presente,2.0,Stim8hr
EHD1,5016,4768,248,-2.2928,0.043,,0.0,0.391,-0.8965,ausente (peso neutral),2.0,Stim48hr
ANKRD46,4979,4769,210,-2.2928,0.041,,0.0,0.391,-0.8965,ausente (peso neutral),2.0,Stim8hr
KLHDC1,5147,4770,377,-2.3532,0.016,,0.0,0.381,-0.8966,ausente (peso neutral),2.0,Stim48hr
SMURF1,4369,4771,-402,-2.091,0.144,,0.0,0.429,-0.897,ausente (peso neutral),2.0,Stim8hr
MYO1B,4911,4772,139,-2.2598,0.058,,0.0,0.397,-0.8971,ausente (peso neutral),2.0,Stim8hr
SLC5A3,2482,4773,-2291,-1.3231,,0.809,0.0,0.678,-0.8971,presente,2.0,Stim48hr
STEEP1,5335,4774,561,-2.3933,-0.052,,0.0,0.375,-0.8975,ausente (peso neutral),2.0,Stim8hr
NAP1L4,5329,4775,554,-2.3933,-0.04,,0.0,0.375,-0.8975,ausente (peso neutral),2.0,Rest
HSF4,4731,4776,-45,-2.217,0.079,,0.0,0.405,-0.8979,ausente (peso neutral),2.0,Rest
MAP2K6,4726,4777,-51,-2.217,0.081,,0.0,0.405,-0.8979,ausente (peso neutral),2.0,Stim48hr
SRGN,4839,4778,61,-2.2562,0.061,,0.0,0.398,-0.898,ausente (peso neutral),2.0,Rest
VDAC3,4819,4779,40,-2.2562,0.062,,0.0,0.398,-0.898,ausente (peso neutral),2.0,Rest
TUBA1A,5215,4780,435,-2.3633,0.013,,0.0,0.38,-0.8981,ausente (peso neutral),2.0,Rest
PYCR1,5360,4781,579,-2.3952,-0.006,,0.0,0.375,-0.8982,ausente (peso neutral),2.0,Stim48hr
OTUB2,5370,4782,588,-2.3952,-0.025,,0.0,0.375,-0.8982,ausente (peso neutral),2.0,Stim8hr
TMEM120B,5342,4783,559,-2.3952,-0.012,,0.0,0.375,-0.8982,ausente (peso neutral),2.0,Stim48hr
SH3BP5,6197,4784,1413,-2.6677,,,1.0,0.337,-0.899,ausente (peso neutral),1.0,Rest
MAP4,6201,4785,1416,-2.6677,,,1.0,0.337,-0.899,ausente (peso neutral),1.0,Rest
NUDCD2,4744,4786,-42,-2.2257,0.077,,0.0,0.404,-0.8992,ausente (peso neutral),2.0,Stim8hr
GCAT,3050,4787,-1737,-1.6004,,,0.0,0.562,-0.8994,ausente (peso neutral),2.0,Stim48hr
IL17RB,3054,4788,-1734,-1.6004,,,0.0,0.562,-0.8994,ausente (peso neutral),2.0,Stim48hr
ERAL1,4890,4789,101,-2.2598,0.062,,0.0,0.398,-0.8994,ausente (peso neutral),2.0,Stim48hr
METTL4,3049,4790,-1741,-1.6004,,,0.0,0.562,-0.8994,ausente (peso neutral),2.0,Stim48hr
ATG4D,4721,4791,-70,-2.2157,0.083,,0.0,0.406,-0.8996,ausente (peso neutral),2.0,Stim8hr
METTL25,5055,4792,263,-2.331,0.029,,0.0,0.386,-0.8998,ausente (peso neutral),2.0,Stim48hr
RMI2,3056,4793,-1737,-1.6014,,,0.0,0.562,-0.9,ausente (peso neutral),2.0,Rest
ZMYM1,4730,4794,-64,-2.217,0.084,,0.0,0.406,-0.9001,ausente (peso neutral),2.0,Stim48hr
RASGRP2,4740,4795,-55,-2.217,0.083,,0.0,0.406,-0.9001,ausente (peso neutral),2.0,Stim48hr
STX11,4500,4796,-296,-2.1331,0.125,,0.0,0.422,-0.9002,ausente (peso neutral),2.0,Stim48hr
FBXL12,5387,4797,590,-2.4004,-0.012,,0.0,0.375,-0.9002,ausente (peso neutral),2.0,Rest
PPP6R3,4476,4798,-322,-2.1331,0.127,,0.0,0.422,-0.9002,ausente (peso neutral),2.0,Rest
CSRNP1,5265,4799,466,-2.3633,0.016,,0.0,0.381,-0.9004,ausente (peso neutral),2.0,Stim48hr
UBE2W,5224,4800,424,-2.3633,0.017,,0.0,0.381,-0.9004,ausente (peso neutral),2.0,Stim48hr
