target_contrast,target_contrast_gene_name,culture_condition,single_guide_estimate,n_guides,guide_correlation_all,guide_correlation_signif,guide_n_signif_ontarget,donor_correlation_all_mean,donor_correlation_hits_mean,donor_correlation_hits_min
ENSG00000196911,KPNA5,Rest,False,2.0,-0.0063082160204714,0.2784959378095362,2.0,,,
ENSG00000196911,KPNA5,Stim48hr,False,2.0,-0.025045934470431,0.408164868234276,2.0,,,
ENSG00000196911,KPNA5,Stim8hr,False,2.0,0.0317514391016554,0.4439947172660096,2.0,,,
ENSG00000025800,KPNA6,Rest,True,1.0,,,,,,
ENSG00000025800,KPNA6,Stim48hr,True,1.0,,,,,,
ENSG00000025800,KPNA6,Stim8hr,True,1.0,,,,,,
ENSG00000118162,KPTN,Rest,True,1.0,0.0645927516885912,,1.0,,,
ENSG00000118162,KPTN,Stim48hr,True,1.0,0.0736433679456799,,1.0,,,
ENSG00000118162,KPTN,Stim8hr,True,1.0,0.0630408502520037,,1.0,,,
ENSG00000133703,KRAS,Rest,False,2.0,0.0625637100251837,1.0,2.0,,,
ENSG00000133703,KRAS,Stim48hr,False,2.0,,,,,,
ENSG00000133703,KRAS,Stim8hr,False,2.0,0.0501506491858386,1.0,2.0,,,
ENSG00000133619,KRBA1,Rest,False,2.0,,,,,,
ENSG00000133619,KRBA1,Stim48hr,True,1.0,,,,,,
ENSG00000133619,KRBA1,Stim8hr,False,2.0,,,,,,
ENSG00000184619,KRBA2,Rest,False,2.0,0.1134584171259875,0.4309589614807957,2.0,0.1090510856187355,0.4698140847991177,0.1003750520955108
ENSG00000184619,KRBA2,Stim48hr,False,2.0,0.045056207253691,1.0,2.0,,,
ENSG00000184619,KRBA2,Stim8hr,False,2.0,0.0615591647936664,0.464162041863859,2.0,0.0961488694872095,0.5661535516985837,0.1855415917128634
ENSG00000147121,KRBOX4,Rest,False,2.0,0.0341882039943535,0.3153671073532763,2.0,,,
ENSG00000147121,KRBOX4,Stim48hr,False,2.0,0.0339395314941574,0.2449125112909441,2.0,,,
ENSG00000147121,KRBOX4,Stim8hr,False,2.0,0.0211027378960282,0.2166548123537328,2.0,,,
ENSG00000172086,KRCC1,Rest,False,2.0,-0.0594994775233933,-0.3014064242333804,2.0,-0.0086231282892957,-0.2409807147079791,-0.3470304322717161
ENSG00000172086,KRCC1,Stim48hr,False,2.0,-0.0008831723648913,0.5060362887159131,2.0,,,
ENSG00000172086,KRCC1,Stim8hr,False,2.0,0.038595454896523,-0.1346030447433976,2.0,0.0008921652561532,-0.3130176480729336,-0.4004564986137147
ENSG00000129347,KRI1,Rest,True,1.0,,,,,,
ENSG00000129347,KRI1,Stim48hr,False,2.0,,,,,,
ENSG00000129347,KRI1,Stim8hr,False,2.0,,,,,,
ENSG00000001631,KRIT1,Rest,False,2.0,,,,,,
ENSG00000001631,KRIT1,Stim48hr,False,2.0,,,,,,
ENSG00000001631,KRIT1,Stim8hr,False,2.0,,,,,,
ENSG00000111615,KRR1,Rest,False,2.0,0.1762986347734101,-0.4918022850906421,2.0,0.14342695827112,0.518169619255647,0.4690786939676117
ENSG00000111615,KRR1,Stim48hr,False,2.0,,,,,,
ENSG00000111615,KRR1,Stim8hr,False,2.0,,,,0.1718970441051821,0.3395094769948542,0.3183479871892016
ENSG00000167768,KRT1,Rest,False,2.0,0.0945790125591643,,0.0,,,
ENSG00000167768,KRT1,Stim48hr,False,2.0,-0.0777076498371698,,0.0,,,
ENSG00000167768,KRT1,Stim8hr,False,2.0,,,,,,
ENSG00000186395,KRT10,Rest,True,1.0,0.0192348218340664,,0.0,,,
ENSG00000186395,KRT10,Stim48hr,True,1.0,-0.0013851445505374,,1.0,,,
ENSG00000186395,KRT10,Stim8hr,True,1.0,0.0501297296924143,,1.0,,,
ENSG00000111057,KRT18,Rest,False,2.0,0.16106934718711,,2.0,,,
ENSG00000111057,KRT18,Stim48hr,False,2.0,0.0797148415554434,0.2090150869970499,1.0,,,
ENSG00000111057,KRT18,Stim8hr,False,2.0,0.074088926973117,,2.0,,,
ENSG00000171345,KRT19,Rest,False,2.0,0.0649754279411624,,0.0,,,
ENSG00000171345,KRT19,Stim48hr,False,2.0,0.0499249136320901,,0.0,,,
ENSG00000171345,KRT19,Stim8hr,False,2.0,0.037387726451973,,0.0,,,
ENSG00000135480,KRT7,Rest,False,2.0,0.1095612461393164,-1.0,0.0,,,
ENSG00000135480,KRT7,Stim48hr,False,2.0,0.079192674519894,-1.0,0.0,,,
ENSG00000135480,KRT7,Stim8hr,False,2.0,0.0831475902717505,-1.0,0.0,,,
ENSG00000170486,KRT72,Rest,False,2.0,0.0163777816838735,-0.3719757892271099,0.0,0.0624468792574658,-0.128931728118342,-0.4099326027158601
ENSG00000170486,KRT72,Stim48hr,False,2.0,-0.0546190855279889,-0.195685285965585,0.0,0.1181699520194812,0.7144725885372213,0.5122874109258133
ENSG00000170486,KRT72,Stim8hr,False,2.0,0.0118936425182257,-0.0136592727766534,0.0,0.0635685096522695,0.675489975212677,0.5968239500132889
ENSG00000186049,KRT73,Rest,False,2.0,,,,,,
ENSG00000186049,KRT73,Stim48hr,False,2.0,-0.047627795092534,,0.0,,,
ENSG00000186049,KRT73,Stim8hr,False,2.0,-0.0285847085899513,,0.0,,,
ENSG00000212657,KRTAP16-1,Rest,False,2.0,0.13202877024872,,2.0,,,
ENSG00000212657,KRTAP16-1,Stim48hr,False,2.0,0.1035115784524793,,0.0,,,
ENSG00000212657,KRTAP16-1,Stim8hr,False,2.0,0.1125465023051278,,0.0,,,
ENSG00000163463,KRTCAP2,Rest,False,2.0,0.0415596793141356,0.9350056779762016,2.0,,,
ENSG00000163463,KRTCAP2,Stim48hr,False,2.0,0.0238196018946056,-1.0,2.0,,,
ENSG00000163463,KRTCAP2,Stim8hr,False,2.0,0.1167310022030879,-1.0,2.0,,,
ENSG00000157992,KRTCAP3,Rest,True,1.0,-0.0675667373314359,0.5319681551442386,1.0,,,
ENSG00000157992,KRTCAP3,Stim48hr,True,1.0,0.0292425503111798,0.080134758804064,2.0,,,
ENSG00000157992,KRTCAP3,Stim8hr,True,1.0,,,,,,
ENSG00000141068,KSR1,Rest,False,2.0,0.0438090795369376,,2.0,,,
ENSG00000141068,KSR1,Stim48hr,False,2.0,0.028761358554097,-1.0,2.0,,,
ENSG00000141068,KSR1,Stim8hr,False,2.0,0.0555660044451287,0.6080292392814457,2.0,,,
ENSG00000198841,KTI12,Rest,False,2.0,0.3402511843230343,0.8092659347393817,2.0,0.1710697721391922,0.7424935930072195,0.699155014265475
ENSG00000198841,KTI12,Stim48hr,False,2.0,0.2162255298339755,0.7523866075137984,2.0,0.1681800202571469,0.7324727946438289,0.7142417098015807
ENSG00000198841,KTI12,Stim8hr,False,2.0,0.2886240740340475,0.7881544603373495,2.0,0.2233308536113289,0.8011409822883296,0.7917178111580828
ENSG00000126777,KTN1,Rest,False,2.0,0.1513384232346496,0.5952551807695473,2.0,,,
ENSG00000126777,KTN1,Stim48hr,False,2.0,0.0468152210921235,1.0,2.0,,,
ENSG00000126777,KTN1,Stim8hr,False,2.0,0.1230850135927876,0.4127457535541459,2.0,0.0853145381086873,0.8066323728982554,0.707955997596845
ENSG00000105700,KXD1,Rest,False,2.0,0.073014187729601,0.9509698995010007,2.0,,,
ENSG00000105700,KXD1,Stim48hr,False,2.0,0.064840894132189,1.0,2.0,,,
ENSG00000105700,KXD1,Stim8hr,False,2.0,0.1440368789915833,0.7573489872370474,2.0,,,
ENSG00000171097,KYAT1,Rest,False,2.0,,,,,,
ENSG00000171097,KYAT1,Stim48hr,False,2.0,,,,,,
ENSG00000171097,KYAT1,Stim8hr,False,2.0,,,,,,
ENSG00000137944,KYAT3,Rest,False,2.0,0.0391251242292531,-1.0,2.0,,,
ENSG00000137944,KYAT3,Stim48hr,False,2.0,0.0237712753025731,1.0,2.0,,,
ENSG00000137944,KYAT3,Stim8hr,False,2.0,0.0006963116180188,0.8209667162462834,2.0,,,
ENSG00000087299,L2HGDH,Rest,False,2.0,0.1910482155003547,0.6697473894801312,2.0,0.2094200910890651,0.8425197230110353,0.7715252741166674
ENSG00000087299,L2HGDH,Stim48hr,False,2.0,0.0794820653191904,0.397674302984374,2.0,0.1097443697512625,0.803782074334847,0.78287294647599
ENSG00000087299,L2HGDH,Stim8hr,False,2.0,0.179815092664536,0.7421640129208029,2.0,0.1481693759440533,0.6863692837057808,0.5867003307727243
ENSG00000126790,L3HYPDH,Rest,False,2.0,0.0570608589131389,,2.0,,,
ENSG00000126790,L3HYPDH,Stim48hr,False,2.0,0.0134929788518436,0.6807729506551071,1.0,,,
ENSG00000126790,L3HYPDH,Stim8hr,False,2.0,0.062443982037933,0.8386763157578637,2.0,,,
ENSG00000185513,L3MBTL1,Rest,False,2.0,0.0447774297351998,,2.0,,,
ENSG00000185513,L3MBTL1,Stim48hr,False,2.0,0.0270688646622199,,2.0,,,
ENSG00000185513,L3MBTL1,Stim8hr,False,2.0,0.0982539710229861,,2.0,,,
ENSG00000100395,L3MBTL2,Rest,False,2.0,0.2706479915889584,0.903109897970348,2.0,0.2582531767085628,0.8541725537576393,0.848729760925537
ENSG00000100395,L3MBTL2,Stim48hr,False,2.0,0.3750799581705386,0.8756554491686914,2.0,0.3733920321636044,0.8896823134433252,0.8779640779596471
ENSG00000100395,L3MBTL2,Stim8hr,False,2.0,0.3107051911499912,0.8355162183183725,2.0,0.3117213758075877,0.881064757325273,0.8688976096053929
ENSG00000198945,L3MBTL3,Rest,False,2.0,0.1981093669223882,0.9022405084167832,2.0,0.1710426678641511,0.7583745752442486,0.6271888514683067
ENSG00000198945,L3MBTL3,Stim48hr,False,2.0,0.1203788486562377,0.6591264554470745,2.0,0.1263080100620051,0.5038640064743247,0.4479479920204614
ENSG00000198945,L3MBTL3,Stim8hr,False,2.0,0.1634252246465299,0.916978737294916,2.0,0.1295818812360616,0.9076553714702554,0.8743288190708612
ENSG00000154655,L3MBTL4,Rest,False,2.0,0.1617872532868682,,1.0,,,
ENSG00000154655,L3MBTL4,Stim48hr,False,2.0,0.0747319054117799,,1.0,,,
ENSG00000154655,L3MBTL4,Stim8hr,False,2.0,0.0914422832456776,,2.0,,,
ENSG00000179630,LACC1,Rest,True,1.0,-0.0856556636234096,-0.2282281118364483,1.0,,,
ENSG00000179630,LACC1,Stim48hr,True,1.0,0.1702923016637915,-0.0930853617601677,2.0,,,
ENSG00000179630,LACC1,Stim8hr,True,1.0,-0.0087940257644568,-0.3294133424807924,1.0,,,
ENSG00000103642,LACTB,Rest,False,2.0,0.0039573133428034,-0.1976308943373328,2.0,,,
ENSG00000103642,LACTB,Stim48hr,False,2.0,0.1681309739202676,0.0910574813688005,2.0,,,
ENSG00000103642,LACTB,Stim8hr,False,2.0,0.0730425277043357,0.355230407407178,2.0,,,
ENSG00000147592,LACTB2,Rest,False,2.0,0.1093809790590373,,2.0,,,
ENSG00000147592,LACTB2,Stim48hr,False,2.0,0.1296341245883259,,2.0,,,
ENSG00000147592,LACTB2,Stim8hr,False,2.0,0.1012665666358935,,2.0,,,
ENSG00000089692,LAG3,Rest,False,2.0,0.1565704915942526,,2.0,,,
ENSG00000089692,LAG3,Stim48hr,False,2.0,0.0880325232735034,1.0,2.0,,,
ENSG00000089692,LAG3,Stim8hr,False,2.0,0.0803906844940943,1.0,2.0,,,
ENSG00000196976,LAGE3,Rest,False,2.0,,,,0.0404389470105686,0.7497738409263519,0.7186210178209756
ENSG00000196976,LAGE3,Stim48hr,False,2.0,,,,,,
ENSG00000196976,LAGE3,Stim8hr,False,2.0,0.1391362031927208,0.5356689397326277,2.0,0.2124994738280048,0.8212735311817214,0.7915880269805109
ENSG00000167613,LAIR1,Rest,False,2.0,,,,,,
ENSG00000167613,LAIR1,Stim48hr,False,2.0,,,,,,
ENSG00000167613,LAIR1,Stim8hr,False,2.0,,,,,,
ENSG00000167618,LAIR2,Rest,False,2.0,-0.1077591251674265,,2.0,,,
ENSG00000167618,LAIR2,Stim48hr,False,2.0,0.0146862057186416,0.1265061774807482,2.0,0.0449062340378032,0.6595221457615714,0.523317672546464
ENSG00000167618,LAIR2,Stim8hr,False,2.0,0.0667842218943435,,2.0,,,
ENSG00000101680,LAMA1,Rest,False,2.0,0.1004963940572046,1.0,0.0,,,
ENSG00000101680,LAMA1,Stim48hr,False,2.0,0.1296226707889757,,0.0,,,
ENSG00000101680,LAMA1,Stim8hr,False,2.0,0.1227461573002917,,0.0,,,
ENSG00000196569,LAMA2,Rest,False,2.0,0.1093197372298877,,0.0,,,
ENSG00000196569,LAMA2,Stim48hr,False,2.0,-0.0289160225893642,,0.0,,,
ENSG00000196569,LAMA2,Stim8hr,False,2.0,0.0421439447119637,,0.0,,,
ENSG00000053747,LAMA3,Rest,False,2.0,0.0652682015607559,-0.0964435427881138,0.0,,,
ENSG00000053747,LAMA3,Stim48hr,False,2.0,0.0322227005725369,0.2875435294971019,0.0,,,
ENSG00000053747,LAMA3,Stim8hr,False,2.0,0.061681875405674,-0.4274342039862556,0.0,,,
ENSG00000130702,LAMA5,Rest,False,2.0,0.0609795904087762,1.0,1.0,,,
ENSG00000130702,LAMA5,Stim48hr,False,2.0,0.0659470398438159,,2.0,,,
ENSG00000130702,LAMA5,Stim8hr,False,2.0,0.061989888486698,-1.0,1.0,,,
ENSG00000091136,LAMB1,Rest,True,1.0,,,,,,
ENSG00000091136,LAMB1,Stim48hr,True,1.0,,,,,,
ENSG00000091136,LAMB1,Stim8hr,True,1.0,,,,,,
ENSG00000196878,LAMB3,Rest,False,2.0,0.0124518673979561,,2.0,,,
ENSG00000196878,LAMB3,Stim48hr,False,2.0,0.0513779595218792,,2.0,,,
ENSG00000196878,LAMB3,Stim8hr,False,2.0,0.0796173714533234,-0.2050371406128642,2.0,,,
ENSG00000185896,LAMP1,Rest,False,2.0,0.1189136640385194,0.3156359391317467,2.0,-0.0270358703459954,-0.0714202324666478,-0.2264805798684978
ENSG00000185896,LAMP1,Stim48hr,False,2.0,0.1165720484751324,0.6778775569935083,2.0,-0.0109017971144185,0.1784556312359907,-0.0866928759041951
ENSG00000185896,LAMP1,Stim8hr,False,2.0,0.1074311995641919,0.6870091070922728,2.0,,,
ENSG00000005893,LAMP2,Rest,False,2.0,-0.0040477511057161,0.9584731561127272,2.0,,,
ENSG00000005893,LAMP2,Stim48hr,False,2.0,-0.0223078365810516,,2.0,,,
ENSG00000005893,LAMP2,Stim8hr,False,2.0,0.052112379483217,,2.0,,,
ENSG00000078081,LAMP3,Rest,False,2.0,0.0317289324175002,1.0,2.0,,,
ENSG00000078081,LAMP3,Stim48hr,False,2.0,0.0857346845035419,,2.0,,,
ENSG00000078081,LAMP3,Stim8hr,False,2.0,0.0778549987705034,,2.0,,,
ENSG00000149357,LAMTOR1,Rest,True,1.0,,,,-0.0472912283171293,0.3105302024760298,-0.1319933614241178
ENSG00000149357,LAMTOR1,Stim48hr,False,2.0,,,,,,
ENSG00000149357,LAMTOR1,Stim8hr,True,1.0,,,,,,
ENSG00000116586,LAMTOR2,Rest,False,2.0,,,,0.1776282395285697,0.8002400702069772,0.7671652791906635
ENSG00000116586,LAMTOR2,Stim48hr,False,2.0,0.4675236235851574,0.6391176685422426,2.0,0.315720907563067,0.748553345955249,0.7159919139187083
ENSG00000116586,LAMTOR2,Stim8hr,False,2.0,,,,0.2560537195987059,0.728097788307894,0.6920820026830916
ENSG00000109270,LAMTOR3,Rest,False,2.0,0.0748301785238368,0.2701422979406246,1.0,0.0725221276550081,0.8528452911896944,0.8159650381764044
ENSG00000109270,LAMTOR3,Stim48hr,False,2.0,0.0006187865268658,-0.2268233033512662,2.0,0.1983042448055378,0.7599073087208005,0.7319183258339155
ENSG00000109270,LAMTOR3,Stim8hr,False,2.0,0.0362821736343189,-0.1836311275617375,1.0,0.1963325362822588,0.6668643893723453,0.553093906005903
ENSG00000188186,LAMTOR4,Rest,False,2.0,0.1168203103063393,,2.0,,,
ENSG00000188186,LAMTOR4,Stim48hr,False,2.0,0.2384397156209652,0.9185372980062606,2.0,0.2040842906608886,0.7874788595030607,0.741426736319103
ENSG00000188186,LAMTOR4,Stim8hr,False,2.0,0.1799306420896062,0.993710027058884,2.0,0.1463859828222342,0.7736546191961732,0.754346376743107
ENSG00000134248,LAMTOR5,Rest,False,2.0,,,,0.005315308001481,0.5794097126873871,0.44642699081407
ENSG00000134248,LAMTOR5,Stim48hr,False,2.0,,,,0.0938697289464331,0.6986246018753013,0.634740285778148
ENSG00000134248,LAMTOR5,Stim8hr,False,2.0,,,,,,
ENSG00000115365,LANCL1,Rest,False,2.0,,,,,,
ENSG00000115365,LANCL1,Stim48hr,False,2.0,,,,,,
ENSG00000115365,LANCL1,Stim8hr,False,2.0,,,,,,
ENSG00000132434,LANCL2,Rest,False,2.0,,,,,,
ENSG00000132434,LANCL2,Stim48hr,False,2.0,-0.09156777834712,0.2371893285767795,2.0,,,
ENSG00000132434,LANCL2,Stim8hr,False,2.0,,,,,,
ENSG00000002549,LAP3,Rest,False,2.0,0.002212262706097,0.9221951780976084,2.0,,,
ENSG00000002549,LAP3,Stim48hr,False,2.0,0.0565570569306074,1.0,2.0,,,
ENSG00000002549,LAP3,Stim8hr,False,2.0,-0.0132820140040807,0.994897840479506,2.0,,,
ENSG00000068697,LAPTM4A,Rest,False,2.0,0.0347973404393059,,2.0,,,
ENSG00000068697,LAPTM4A,Stim48hr,False,2.0,-0.0293631728360384,,2.0,,,
ENSG00000068697,LAPTM4A,Stim8hr,False,2.0,0.0509106945233382,1.0,2.0,,,
ENSG00000104341,LAPTM4B,Rest,False,2.0,-0.0447275545566627,,2.0,,,
ENSG00000104341,LAPTM4B,Stim48hr,False,2.0,0.0052626862744237,,2.0,,,
ENSG00000104341,LAPTM4B,Stim8hr,False,2.0,-0.0380909024247573,,2.0,,,
ENSG00000162511,LAPTM5,Rest,False,2.0,0.0632502416300174,,2.0,,,
ENSG00000162511,LAPTM5,Stim48hr,False,2.0,0.1152850534514396,,2.0,,,
ENSG00000162511,LAPTM5,Stim8hr,False,2.0,0.0450878619843976,,2.0,,,
ENSG00000155506,LARP1,Rest,True,1.0,0.0784911699671557,,1.0,,,
ENSG00000155506,LARP1,Stim48hr,True,1.0,0.010957715324653,,1.0,,,
ENSG00000155506,LARP1,Stim8hr,True,1.0,-0.0037881100774071,,0.0,,,
ENSG00000138709,LARP1B,Rest,False,2.0,0.11208423759404,,2.0,,,
ENSG00000138709,LARP1B,Stim48hr,False,2.0,0.0612945207466673,,2.0,,,
ENSG00000138709,LARP1B,Stim8hr,False,2.0,0.0699889630501451,,2.0,,,
ENSG00000161813,LARP4,Rest,False,2.0,,,,,,
ENSG00000161813,LARP4,Stim48hr,False,2.0,,,,0.0311337861256924,0.7386557785887796,0.7078748045323199
ENSG00000161813,LARP4,Stim8hr,False,2.0,,,,,,
ENSG00000107929,LARP4B,Rest,False,2.0,0.1373080159257486,1.0,1.0,,,
ENSG00000107929,LARP4B,Stim48hr,False,2.0,0.2013599894235447,0.968150358579748,2.0,,,
ENSG00000107929,LARP4B,Stim8hr,False,2.0,0.0955855855286528,0.2861199613424685,1.0,,,
ENSG00000174720,LARP7,Rest,False,2.0,0.155924017703828,1.0,2.0,,,
ENSG00000174720,LARP7,Stim48hr,False,2.0,0.1235383942953066,0.5334667995406365,2.0,,,
ENSG00000174720,LARP7,Stim8hr,False,2.0,0.0836385760329421,0.9965894593399994,2.0,,,
ENSG00000011376,LARS2,Rest,False,2.0,0.0706750917532125,0.5192842920322813,2.0,0.0826849843539377,0.8299365591238234,0.8115331901462731
ENSG00000011376,LARS2,Stim48hr,False,2.0,0.005454139137376,0.0975025951343927,1.0,0.1201721976659811,0.7068905038904115,0.6481873262485283
ENSG00000011376,LARS2,Stim8hr,False,2.0,0.1379896780034683,0.7488731946424181,2.0,0.1420095798738433,0.7611836504974185,0.7108835258433615
ENSG00000002834,LASP1,Rest,False,2.0,0.0542424175649225,1.0,2.0,,,
ENSG00000002834,LASP1,Stim48hr,False,2.0,0.094865186632218,,2.0,,,
ENSG00000002834,LASP1,Stim8hr,False,2.0,0.0664173020050353,,2.0,,,
ENSG00000213658,LAT,Rest,False,2.0,,,,,,
ENSG00000213658,LAT,Stim48hr,False,2.0,,,,0.4341998186496109,0.7924658603896205,0.7606572404785606
ENSG00000213658,LAT,Stim8hr,False,2.0,,,,0.5544444557197409,0.7968807493559554,0.7142171165934726
ENSG00000086730,LAT2,Rest,False,2.0,,,,-0.166764928093821,-0.201581473019449,-0.2811049299228867
ENSG00000086730,LAT2,Stim48hr,False,2.0,0.0851994419375204,0.4374332483487576,2.0,-0.0962243246900809,-0.0915672759313615,-0.1409601274985653
ENSG00000086730,LAT2,Stim8hr,False,2.0,0.0214699443408035,0.3559486006092611,2.0,-0.1662562889245028,-0.1565850795073914,-0.2722151336645318
ENSG00000131023,LATS1,Rest,False,2.0,0.1162585363778631,,2.0,,,
ENSG00000131023,LATS1,Stim48hr,False,2.0,0.0457925332774412,,2.0,,,
ENSG00000131023,LATS1,Stim8hr,False,2.0,0.119175840012556,-1.0,2.0,,,
ENSG00000150457,LATS2,Rest,False,2.0,0.0553686533595212,,2.0,,,
ENSG00000150457,LATS2,Stim48hr,False,2.0,0.0427339234589421,,2.0,,,
ENSG00000150457,LATS2,Stim8hr,False,2.0,,,,,,
ENSG00000122188,LAX1,Rest,False,2.0,0.1885771573474098,,2.0,,,
ENSG00000122188,LAX1,Stim48hr,False,2.0,0.0455317309327078,,2.0,,,
ENSG00000122188,LAX1,Stim8hr,False,2.0,0.1339349474140591,,2.0,,,
ENSG00000204381,LAYN,Rest,False,2.0,0.0829367167840301,,2.0,,,
ENSG00000204381,LAYN,Stim48hr,False,2.0,0.0301284574787521,,2.0,,,
ENSG00000204381,LAYN,Stim8hr,False,2.0,0.0949070255938891,,2.0,,,
ENSG00000213626,LBH,Rest,False,2.0,,,,0.1845299274200117,0.7360086253031994,0.6440738202288853
ENSG00000213626,LBH,Stim48hr,False,2.0,,,,0.1658100506067553,0.8025496754787717,0.7470822291866864
ENSG00000213626,LBH,Stim8hr,False,2.0,0.1269732839150588,0.1195644573588697,2.0,0.0767491199773071,0.3339897584190006,0.2314688651550975
ENSG00000162194,LBHD1,Rest,True,1.0,0.210031351504496,,1.0,,,
ENSG00000162194,LBHD1,Stim48hr,True,1.0,0.0945978880740774,,1.0,,,
ENSG00000162194,LBHD1,Stim8hr,True,1.0,0.140350222158928,0.979988105906908,2.0,,,
ENSG00000143815,LBR,Rest,False,2.0,,,,,,
ENSG00000143815,LBR,Stim48hr,False,2.0,,,,,,
ENSG00000143815,LBR,Stim8hr,False,2.0,-0.0163369033572018,1.0,2.0,,,
ENSG00000138136,LBX1,Rest,False,2.0,0.003386220886799,,0.0,,,
ENSG00000138136,LBX1,Stim48hr,False,2.0,-0.0748093966919874,1.0,0.0,,,
ENSG00000138136,LBX1,Stim8hr,False,2.0,0.0219759278357762,,0.0,,,
ENSG00000179528,LBX2,Rest,False,2.0,0.1026615563851661,-0.2814425860844335,2.0,,,
ENSG00000179528,LBX2,Stim48hr,False,2.0,-0.0113507683944649,1.0,1.0,,,
ENSG00000179528,LBX2,Stim8hr,False,2.0,0.0049732007830543,0.184643885969073,1.0,,,
ENSG00000213398,LCAT,Rest,True,1.0,-0.062147255461049,,0.0,0.0200067964784352,0.5742788507685487,0.3194697756866888
ENSG00000213398,LCAT,Stim48hr,True,1.0,-0.0750715456656358,,1.0,,,
ENSG00000213398,LCAT,Stim8hr,True,1.0,0.0304494552910653,,1.0,,,
ENSG00000182866,LCK,Rest,False,2.0,,,,0.1908164906401405,0.6688509167237142,0.6033756991422495
ENSG00000182866,LCK,Stim48hr,False,2.0,,,,0.3271453065048949,0.7481535457096044,0.7152875289230528
ENSG00000182866,LCK,Stim8hr,False,2.0,,,,0.376667040794659,0.7268440676038862,0.7063252335033394
ENSG00000172954,LCLAT1,Rest,False,2.0,,,,,,
ENSG00000172954,LCLAT1,Stim48hr,False,2.0,,,,,,
ENSG00000172954,LCLAT1,Stim8hr,False,2.0,,,,,,
ENSG00000205629,LCMT1,Rest,False,2.0,,,,,,
ENSG00000205629,LCMT1,Stim48hr,False,2.0,,,,,,
ENSG00000205629,LCMT1,Stim8hr,False,2.0,,,,,,
ENSG00000168806,LCMT2,Rest,False,2.0,,,,,,
ENSG00000168806,LCMT2,Stim48hr,False,2.0,,,,,,
ENSG00000168806,LCMT2,Stim8hr,False,2.0,,,,,,
ENSG00000160349,LCN1,Rest,False,2.0,0.0740864264196888,,0.0,,,
ENSG00000160349,LCN1,Stim48hr,False,2.0,0.0183054426679387,,2.0,,,
ENSG00000160349,LCN1,Stim8hr,False,2.0,0.1040829244309235,,0.0,,,
ENSG00000148346,LCN2,Rest,False,2.0,-0.04621064109662,,0.0,,,
ENSG00000148346,LCN2,Stim8hr,False,2.0,0.0638477656426129,,0.0,,,
ENSG00000196233,LCOR,Rest,False,2.0,,,,,,
ENSG00000196233,LCOR,Stim48hr,False,2.0,,,,,,
ENSG00000196233,LCOR,Stim8hr,True,1.0,,,,,,
ENSG00000178177,LCORL,Rest,False,2.0,0.0466454132788282,0.9175682938783278,2.0,,,
ENSG00000178177,LCORL,Stim48hr,False,2.0,0.0639413059317407,0.9678168561042236,2.0,,,
ENSG00000178177,LCORL,Stim8hr,False,2.0,0.0235927544974933,0.8165221781733627,2.0,,,
ENSG00000136167,LCP1,Rest,False,2.0,-0.0521475341611926,1.0,2.0,,,
ENSG00000136167,LCP1,Stim48hr,False,2.0,0.0092917279855713,1.0,2.0,,,
ENSG00000136167,LCP1,Stim8hr,False,2.0,0.0213820855924333,,2.0,,,
ENSG00000043462,LCP2,Rest,False,2.0,,,,,,
ENSG00000043462,LCP2,Stim48hr,False,2.0,,,,0.5358642622446385,0.6747159725333689,0.5017365126932284
ENSG00000043462,LCP2,Stim8hr,False,2.0,,,,0.6643664643266683,0.8425286515873669,0.8149045461785116
ENSG00000118961,LDAH,Rest,False,2.0,0.0842687375212433,0.0894068118699632,2.0,,,
ENSG00000118961,LDAH,Stim48hr,False,2.0,0.0662922314587386,0.2193606125250276,2.0,,,
ENSG00000118961,LDAH,Stim8hr,False,2.0,0.0293436464178678,0.0816254463769378,2.0,,,
ENSG00000198728,LDB1,Rest,False,2.0,0.0394606174447353,0.5880483409400411,2.0,,,
ENSG00000198728,LDB1,Stim48hr,False,2.0,0.0489935044897763,0.0957925796283507,2.0,,,
ENSG00000198728,LDB1,Stim8hr,False,2.0,0.0862780986329775,-0.1026867818031604,2.0,,,
ENSG00000134333,LDHA,Rest,False,2.0,0.1456033028734895,,0.0,,,
ENSG00000134333,LDHA,Stim48hr,False,2.0,0.1089511403322423,,0.0,,,
ENSG00000134333,LDHA,Stim8hr,False,2.0,0.1813464918601932,,0.0,,,
ENSG00000111716,LDHB,Rest,False,2.0,0.0861482365053766,1.0,2.0,,,
ENSG00000111716,LDHB,Stim48hr,False,2.0,0.0297987753610084,0.887146981936349,2.0,,,
ENSG00000111716,LDHB,Stim8hr,False,2.0,0.070526377757954,,2.0,,,
ENSG00000130164,LDLR,Rest,True,1.0,,,,,,
ENSG00000130164,LDLR,Stim48hr,True,1.0,,,,,,
ENSG00000130164,LDLR,Stim8hr,True,1.0,,,,,,
ENSG00000157978,LDLRAP1,Rest,False,2.0,,,,,,
ENSG00000157978,LDLRAP1,Stim48hr,False,2.0,,,,,,
ENSG00000157978,LDLRAP1,Stim8hr,False,2.0,0.0197344634428866,,1.0,,,
ENSG00000182195,LDOC1,Rest,False,2.0,0.0436915092466144,,2.0,,,
ENSG00000182195,LDOC1,Stim48hr,False,2.0,0.0924352267745082,,2.0,,,
ENSG00000182195,LDOC1,Stim8hr,False,2.0,0.1036233676902952,,2.0,,,
