target_contrast_gene_name,rank,regpower_eb_mean,regpower_eb_sd,p_top_1pct,n_conditions,expected_downstream,shrinkage,n_signif_conditions,xcond_reproducibility,any_offtarget
MLST8,344,0.8163,0.8956,0.1705,3,172.2,0.629,3,0.231,False
EIF4A1,345,0.8162,0.8956,0.1704,3,172.2,0.629,3,0.331,False
VPS29,346,0.8153,1.0073,0.1983,2,172.6,0.53,2,0.601,False
HEXIM1,347,0.8143,0.8956,0.1699,3,171.8,0.629,3,0.047,False
CCS,348,0.8133,0.8956,0.1696,3,171.7,0.629,3,0.095,False
MBTPS1,349,0.8125,0.8956,0.1694,3,171.5,0.629,3,0.047,False
CCNK,350,0.8122,0.8956,0.1693,3,203.6,0.629,3,0.222,True
SSBP1,351,0.8113,1.0073,0.1972,2,171.9,0.53,2,0.096,False
PSMF1,352,0.811,0.8956,0.169,3,171.3,0.629,3,0.293,False
ZNF221,353,0.8074,1.175,0.2316,1,157.9,0.361,1,0.0,False
XBP1,354,0.8073,0.8956,0.1679,3,170.6,0.629,3,0.365,False
PKM,355,0.8073,0.8956,0.1679,3,170.6,0.629,3,0.03,False
XPR1,356,0.8072,0.8956,0.1679,3,170.6,0.629,3,0.116,False
TIMM10,357,0.8055,1.0073,0.1956,2,177.1,0.53,2,0.092,False
VEZT,358,0.8052,0.8956,0.1673,3,170.3,0.629,3,0.878,False
PDCD2L,359,0.8048,0.8956,0.1672,3,170.2,0.629,3,0.049,False
SLC5A6,360,0.7991,1.175,0.2295,1,308.0,0.361,1,0.027,True
MAX,361,0.7974,0.8956,0.1652,3,168.9,0.629,3,0.04,False
UBE2T,362,0.7958,1.0073,0.1929,2,169.2,0.53,2,0.832,False
HNRNPA2B1,363,0.7953,0.8956,0.1646,3,168.6,0.629,3,0.388,False
COPS8,364,0.7943,1.0073,0.1925,2,161.5,0.53,2,0.36,False
PPCDC,365,0.7942,1.175,0.2282,1,183.2,0.361,1,0.404,False
NPC2,366,0.792,0.8956,0.1637,3,281.1,0.629,3,0.035,True
EZH2,367,0.7882,0.8956,0.1626,3,167.4,0.629,3,0.495,False
RNASEH2C,368,0.7855,1.175,0.226,1,181.6,0.361,1,0.03,False
RO60,369,0.7818,0.8956,0.1609,3,278.3,0.629,3,0.845,True
PPHLN1,370,0.7786,0.8956,0.16,3,277.4,0.629,3,0.88,True
EHMT1,371,0.7768,0.8956,0.1595,3,276.9,0.629,3,0.842,True
IMPDH2,372,0.776,0.8956,0.1593,3,165.3,0.629,3,0.03,False
FITM2,373,0.7746,0.8956,0.1589,3,165.1,0.629,3,0.008,False
UBA2,374,0.7741,0.8956,0.1588,3,165.0,0.629,3,0.404,False
FOXK1,375,0.7739,0.8956,0.1587,3,165.0,0.629,3,0.17,False
THAP12,376,0.7676,0.8956,0.157,3,274.3,0.629,3,0.183,True
HPS1,377,0.7675,0.8956,0.157,3,163.9,0.629,3,0.762,False
VHL,378,0.767,0.8956,0.1569,3,163.9,0.629,3,0.649,False
ARID2,379,0.7669,0.8956,0.1568,3,163.8,0.629,3,0.724,False
KAT7,380,0.7655,1.0073,0.1848,2,156.9,0.53,2,0.859,False
TAF5L,381,0.7639,1.0073,0.1844,2,212.1,0.53,2,0.39,True
POLG,382,0.7608,0.8956,0.1552,3,162.9,0.629,3,0.024,False
MEST,383,0.7594,1.175,0.2194,1,176.9,0.361,1,0.098,False
CARD11,384,0.7591,0.8956,0.1547,3,162.6,0.629,3,0.246,False
HOXB2,385,0.7554,0.8956,0.1538,3,228.3,0.629,3,0.223,True
MVB12B,386,0.7553,1.175,0.2183,1,149.9,0.361,1,0.072,False
CMTR2,387,0.7552,1.175,0.2183,1,176.1,0.361,1,0.117,False
H2AZ1,388,0.7527,0.8956,0.153,3,161.5,0.629,3,0.272,False
CD247,389,0.7524,0.8956,0.153,3,161.5,0.629,3,0.001,False
ATP5ME,390,0.7515,0.8956,0.1527,3,191.6,0.629,3,0.137,True
NR2C2,391,0.7491,0.8956,0.1521,3,160.9,0.629,3,0.746,False
LARS2,392,0.7484,1.0073,0.1803,2,161.4,0.53,2,0.149,False
ZC3H10,393,0.7481,0.8956,0.1518,3,226.6,0.629,3,0.847,True
ID2,394,0.7478,0.8956,0.1518,3,160.7,0.629,3,0.147,False
KIF20A,395,0.7465,0.8956,0.1514,3,268.6,0.629,3,0.071,True
PLEKHG1,396,0.7464,1.175,0.2161,1,159.5,0.361,1,0.0,False
PSIP1,397,0.7461,0.8956,0.1513,3,160.5,0.629,3,0.251,False
PTPN2,398,0.7448,0.8956,0.151,3,160.3,0.629,3,0.245,False
FOXN2,399,0.7439,0.8956,0.1508,3,160.1,0.629,3,0.673,False
KDM2A,400,0.742,0.8956,0.1503,3,159.8,0.629,3,0.602,False
SEC14L1,401,0.7399,1.175,0.2145,1,173.5,0.361,1,0.338,False
CCNF,402,0.7377,0.8956,0.1491,3,159.1,0.629,3,0.202,False
COA3,403,0.7375,0.8956,0.1491,3,159.1,0.629,3,0.208,False
DIS3,404,0.7368,1.0073,0.1773,2,159.5,0.53,2,0.5,False
TFDP1,405,0.7362,0.8956,0.1487,3,158.9,0.629,3,0.276,False
ANKRD61,406,0.722,1.0073,0.1735,2,162.8,0.53,2,0.001,False
MIA3,407,0.7217,1.175,0.21,1,144.9,0.361,1,0.0,False
PPM1D,408,0.7117,0.8956,0.1425,3,155.0,0.629,3,0.049,False
PKNOX1,409,0.7113,0.8956,0.1424,3,155.0,0.629,3,0.664,False
CCDC12,410,0.7096,1.175,0.207,1,168.3,0.361,1,0.051,True
NUP188,411,0.7093,0.8956,0.1419,3,218.0,0.629,3,0.162,True
ITK,412,0.7081,0.8956,0.1416,3,154.5,0.629,3,0.0,False
PGS1,413,0.7077,0.8956,0.1415,3,154.4,0.629,3,0.168,False
TENT2,414,0.7035,0.8956,0.1404,3,153.8,0.629,3,0.044,False
APC,415,0.7001,1.0073,0.168,2,153.7,0.53,2,0.021,False
GPS2,416,0.6997,0.8956,0.1395,3,153.2,0.629,3,0.175,False
NRAS,417,0.6969,0.8956,0.1388,3,152.7,0.629,3,0.39,False
INO80B,418,0.6964,0.8956,0.1387,3,152.7,0.629,3,0.386,False
FAF2,419,0.696,0.8956,0.1386,3,152.6,0.629,3,0.449,False
WNK1,420,0.6956,0.8956,0.1385,3,152.5,0.629,3,0.261,False
STYXL1,421,0.6946,0.8956,0.1382,3,255.0,0.629,3,0.29,True
ALG6,422,0.6941,0.8956,0.1381,3,152.3,0.629,3,0.425,False
CD28,423,0.6936,0.8956,0.138,3,152.2,0.629,3,0.002,False
TCEAL1,424,0.6933,0.8956,0.1379,3,152.2,0.629,3,0.023,False
IRF4,425,0.6928,1.175,0.203,1,165.5,0.361,1,0.574,False
CSNK2A1,426,0.69,0.8956,0.1371,3,151.7,0.629,3,0.468,False
ESYT2,427,0.6897,1.0073,0.1654,2,152.1,0.53,2,0.492,False
TTC4,428,0.6884,1.0073,0.1651,2,151.9,0.53,2,0.327,False
XRRA1,429,0.6842,0.8956,0.1357,3,252.3,0.629,3,0.035,True
GIGYF2,430,0.6834,0.8956,0.1355,3,150.7,0.629,3,0.498,False
SP1,431,0.6828,0.8956,0.1354,3,150.6,0.629,3,0.315,False
ATP1B3,432,0.6803,0.8956,0.1347,3,150.2,0.629,3,0.491,False
TMEM30A,433,0.6797,0.8956,0.1346,3,150.1,0.629,3,0.054,False
CLASRP,434,0.6745,0.8956,0.1333,3,149.3,0.629,3,0.432,False
ZFC3H1,435,0.6734,0.8956,0.1331,3,249.6,0.629,3,0.403,True
CD3G,436,0.6721,0.8956,0.1328,3,210.0,0.629,3,0.001,True
RHEB,437,0.6716,0.8956,0.1326,3,148.9,0.629,3,0.093,False
ICOS,438,0.6685,0.8956,0.1319,3,148.4,0.629,3,0.093,False
MAEA,439,0.6684,0.8956,0.1319,3,148.4,0.629,3,0.003,False
OTUB1,440,0.6653,0.8956,0.1312,3,148.0,0.629,3,0.391,False
EXOC7,441,0.6652,0.8956,0.1311,3,148.0,0.629,3,0.309,False
TFAP4,442,0.6631,0.8956,0.1306,3,147.6,0.629,3,0.238,False
PPP6C,443,0.6597,0.8956,0.1298,3,147.1,0.629,3,0.421,False
INPP5K,444,0.6577,1.175,0.1947,1,135.9,0.361,1,0.0,False
CTPS1,445,0.6572,1.0073,0.1575,2,147.3,0.53,2,0.088,False
ZNF92,446,0.6553,0.8956,0.1288,3,146.5,0.629,3,0.355,False
CHTF18,447,0.6509,0.8956,0.1277,3,145.8,0.629,3,0.099,False
URM1,448,0.6499,0.8956,0.1275,3,145.7,0.629,3,0.119,False
DDA1,449,0.6496,0.8956,0.1275,3,243.8,0.629,3,0.562,True
EPC1,450,0.6477,0.8956,0.127,3,145.4,0.629,3,0.201,False
COX4I1,451,0.6471,0.8956,0.1269,3,204.8,0.629,3,0.271,True
LZTS1,452,0.6452,0.8956,0.1264,3,145.0,0.629,3,0.489,False
GZMB,453,0.6445,1.175,0.1916,1,157.6,0.361,1,0.012,False
BCAT2,454,0.6419,0.8956,0.1257,3,144.5,0.629,3,0.002,False
ADCY4,455,0.6408,1.0073,0.1536,2,138.4,0.53,2,0.007,False
RFX1,456,0.6391,0.8956,0.125,3,144.1,0.629,3,0.56,False
DOT1L,457,0.6385,0.8956,0.1249,3,144.0,0.629,3,0.28,False
ACAD11,458,0.6322,0.8956,0.1234,3,239.5,0.629,3,0.278,True
TMEM79,459,0.6318,0.8956,0.1233,3,143.1,0.629,3,0.091,False
IPO9,460,0.6297,0.8956,0.1229,3,142.8,0.629,3,0.199,False
SP100,461,0.6262,0.8956,0.1221,3,142.3,0.629,3,0.408,False
SMAD3,462,0.6258,1.175,0.1873,1,154.7,0.361,1,0.758,False
CRYZL1,463,0.6254,0.8956,0.1219,3,168.8,0.629,3,0.013,True
CYC1,464,0.6243,0.8956,0.1217,3,142.0,0.629,3,0.135,False
STARD10,465,0.622,1.0073,0.1492,2,135.8,0.53,2,0.076,False
CSK,466,0.6217,0.8956,0.1211,3,141.6,0.629,3,0.088,False
RIPK1,467,0.6201,0.8956,0.1207,3,141.4,0.629,3,0.185,False
LTB4R,468,0.615,0.8956,0.1196,3,235.4,0.629,3,0.298,True
HP1BP3,469,0.6148,1.175,0.1848,1,130.2,0.361,1,0.005,False
STAG2,470,0.6132,0.8956,0.1192,3,140.4,0.629,3,0.607,False
CARM1,471,0.6117,0.8956,0.1188,3,140.2,0.629,3,0.283,False
SEC14L2,472,0.6097,0.8956,0.1184,3,139.9,0.629,3,0.061,False
EFHC1,473,0.6083,1.175,0.1833,1,129.3,0.361,1,0.0,False
MAN1A2,474,0.6035,1.175,0.1822,1,128.7,0.361,1,0.005,False
AIP,475,0.5997,0.8956,0.1162,3,138.5,0.629,3,0.341,False
RPRD1B,476,0.5994,0.8956,0.1161,3,195.3,0.629,3,0.217,True
ZNF710,477,0.595,0.8956,0.1152,3,137.9,0.629,3,0.196,False
UQCRQ,478,0.5948,1.0073,0.1431,2,138.3,0.53,2,0.605,False
FANCL,479,0.5946,1.0073,0.143,2,143.3,0.53,2,0.335,False
PHF12,480,0.5913,0.8956,0.1144,3,137.4,0.629,3,0.375,False
PTCH1,481,0.5909,1.175,0.1794,1,127.1,0.361,1,0.0,False
UBA5,482,0.5907,0.8956,0.1142,3,229.8,0.629,3,0.243,True
CAD,483,0.5892,1.0073,0.1418,2,178.0,0.53,2,0.243,True
TBL1XR1,484,0.5817,0.8956,0.1123,3,136.1,0.629,3,0.291,False
ZC3H3,485,0.5774,0.8956,0.1114,3,135.5,0.629,3,0.604,False
NAA25,486,0.5757,1.175,0.176,1,147.1,0.361,1,0.289,False
HNRNPD,487,0.5749,0.8956,0.1109,3,135.1,0.629,3,0.101,False
HCFC1,488,0.5677,1.175,0.1743,1,145.9,0.361,1,0.208,False
SFXN1,489,0.5676,0.8956,0.1093,3,134.2,0.629,3,0.073,False
E2F1,490,0.5669,0.8956,0.1092,3,134.1,0.629,3,0.221,False
ALG1,491,0.5668,1.175,0.1741,1,145.8,0.361,1,0.003,False
DPH1,492,0.5639,0.8956,0.1085,3,133.6,0.629,3,0.177,False
FLAD1,493,0.5625,0.8956,0.1083,3,133.5,0.629,3,0.149,False
RC3H1,494,0.5624,0.8956,0.1082,3,133.5,0.629,3,0.332,False
FANCB,495,0.5611,0.8956,0.108,3,223.1,0.629,3,0.297,True
SMAD7,496,0.5609,1.175,0.1728,1,123.3,0.361,1,0.0,False
LAT2,497,0.5577,0.8956,0.1073,3,132.8,0.629,3,0.514,False
KCNA2,498,0.5576,1.175,0.1721,1,122.9,0.361,1,0.039,False
CBX5,499,0.5565,0.8956,0.107,3,132.7,0.629,3,0.086,False
COPRS,500,0.5558,0.8956,0.1069,3,132.6,0.629,3,0.163,False
ATP6AP2,501,0.5553,1.175,0.1716,1,131.6,0.361,1,0.0,False
ING5,502,0.5531,1.0073,0.1339,2,132.7,0.53,2,0.178,False
ZC3H12A,503,0.5518,1.0073,0.1336,2,132.5,0.53,2,0.226,False
EML2,504,0.5515,0.8956,0.106,3,132.0,0.629,3,0.17,False
DAPK2,505,0.5512,1.175,0.1707,1,131.1,0.361,1,0.032,False
NAF1,506,0.5473,1.175,0.1698,1,143.0,0.361,1,0.214,False
LAMTOR4,507,0.5467,0.8956,0.105,3,131.4,0.629,3,0.038,False
VPS41,508,0.5451,0.8956,0.1047,3,131.2,0.629,3,0.238,False
GSS,509,0.5441,0.8956,0.1045,3,131.0,0.629,3,0.128,False
BCKDHA,510,0.5425,1.175,0.1688,1,142.3,0.361,1,0.78,False
MED14,511,0.5414,0.8956,0.1039,3,130.7,0.629,3,0.325,False
MED13,512,0.5404,0.8956,0.1037,3,130.5,0.629,3,0.067,False
MALT1,513,0.5376,0.8956,0.1032,3,130.2,0.629,3,0.001,False
PAN3,514,0.5371,0.8956,0.1031,3,130.1,0.629,3,0.255,False
FBXL3,515,0.5363,0.8956,0.1029,3,130.0,0.629,3,0.151,False
EIF3L,516,0.5361,0.8956,0.1029,3,130.0,0.629,3,0.688,False
FLI1,517,0.5356,0.8956,0.1028,3,129.9,0.629,3,0.204,False
KEAP1,518,0.5351,0.8956,0.1027,3,129.8,0.629,3,0.571,False
NDUFS8,519,0.5349,0.8956,0.1026,3,129.8,0.629,3,0.08,False
KAT6A,520,0.5328,0.8956,0.1022,3,129.5,0.629,3,0.154,False
GANAB,521,0.5321,0.8956,0.1021,3,129.5,0.629,3,0.019,False
RRAGC,522,0.5306,0.8956,0.1018,3,129.3,0.629,3,0.036,False
EARS2,523,0.5299,0.8956,0.1017,3,129.2,0.629,3,0.12,False
COQ2,524,0.5297,1.175,0.1661,1,140.5,0.361,1,0.497,False
MAU2,525,0.5297,0.8956,0.1016,3,182.1,0.629,3,0.262,True
ZBTB7A,526,0.5248,0.8956,0.1006,3,128.5,0.629,3,0.083,False
MTMR3,527,0.5224,0.8956,0.1002,3,128.2,0.629,3,0.02,False
UBE2N,528,0.5219,0.8956,0.1001,3,128.1,0.629,3,0.268,False
UBE3D,529,0.5185,1.175,0.1637,1,138.9,0.361,1,0.759,False
KMT2A,530,0.5154,1.175,0.1631,1,138.5,0.361,1,0.095,False
BCL10,531,0.5131,0.8956,0.0984,3,127.0,0.629,3,0.0,False
CALCOCO2,532,0.5119,0.8956,0.0981,3,126.9,0.629,3,0.002,False
WASF2,533,0.5092,0.8956,0.0976,3,126.5,0.629,3,0.057,False
ACSL6,534,0.5087,1.175,0.1617,1,117.0,0.361,1,0.0,False
GJC1,535,0.5084,0.8956,0.0974,3,126.4,0.629,3,0.465,False
BAP1,536,0.507,1.0073,0.1243,2,131.2,0.53,2,0.233,False
ANKAR,537,0.5056,1.0073,0.124,2,126.5,0.53,2,0.024,False
FIGNL1,538,0.5041,0.8956,0.0966,3,125.9,0.629,3,0.048,False
R3HCC1L,539,0.5028,0.8956,0.0964,3,125.7,0.629,3,0.534,False
TBX21,540,0.5023,0.8956,0.0963,3,125.6,0.629,3,0.097,False
WRAP53,541,0.502,0.8956,0.0962,3,210.2,0.629,3,0.353,True
CTSF,542,0.5012,1.175,0.1601,1,116.1,0.361,1,0.0,False
TPD52,543,0.4999,0.8956,0.0958,3,125.3,0.629,3,0.212,False
GTF3C5,544,0.4992,1.0073,0.1227,2,130.2,0.53,2,0.008,False
DIS3L2,545,0.4989,0.8956,0.0956,3,125.2,0.629,3,0.029,False
MTHFD1,546,0.4952,0.8956,0.0949,3,124.8,0.629,3,0.036,False
PAK1,547,0.4935,1.175,0.1585,1,115.2,0.361,1,0.011,False
TMEM265,548,0.4935,1.175,0.1585,1,115.2,0.361,1,0.054,False
ADSS2,549,0.4916,1.0073,0.1212,2,124.7,0.53,2,0.172,False
COA7,550,0.4899,0.8956,0.0939,3,124.1,0.629,3,0.077,False
THRA,551,0.4884,1.0073,0.1205,2,118.8,0.53,2,0.009,False
RPRD1A,552,0.4882,1.175,0.1574,1,114.6,0.361,1,0.176,False
CRLS1,553,0.4879,0.8956,0.0936,3,123.8,0.629,3,0.059,False
RAC2,554,0.4873,0.8956,0.0935,3,123.8,0.629,3,0.031,False
PUM1,555,0.4872,0.8956,0.0934,3,123.7,0.629,3,0.346,False
DOP1A,556,0.4856,0.8956,0.0931,3,206.8,0.629,3,0.306,True
UNC45A,557,0.4855,0.8956,0.0931,3,123.5,0.629,3,0.521,False
EXOC2,558,0.485,1.175,0.1568,1,134.3,0.361,1,1.0,False
ADAT2,559,0.4826,0.8956,0.0926,3,206.2,0.629,3,0.364,True
PTPN1,560,0.4767,0.8956,0.0915,3,122.4,0.629,3,0.256,False
COG5,561,0.4748,0.8956,0.0911,3,172.3,0.629,3,0.033,True
PFAS,562,0.4734,1.0073,0.1176,2,122.4,0.53,2,0.7,False
CCND2,563,0.4728,0.8956,0.0908,3,122.0,0.629,3,0.002,False
ZNF641,564,0.4707,0.8956,0.0904,3,121.7,0.629,3,0.075,False
ELAC2,565,0.4693,1.0073,0.1168,2,121.9,0.53,2,0.201,False
ZBTB44,566,0.4667,0.8956,0.0897,3,121.2,0.629,3,0.652,False
RBM12,567,0.4661,0.8956,0.0896,3,202.8,0.629,3,0.249,True
IL23R,568,0.4637,1.175,0.1524,1,111.8,0.361,1,0.0,False
NSUN4,569,0.4635,0.8956,0.0891,3,120.8,0.629,3,0.035,False
ZBTB39,570,0.4617,1.0073,0.1153,2,121.0,0.53,2,0.333,False
ADO,571,0.4583,1.0073,0.1146,2,120.6,0.53,2,0.016,False
AK3,572,0.4578,0.8956,0.0881,3,120.1,0.629,3,0.176,False
TNRC6A,573,0.4543,0.8956,0.0875,3,119.7,0.629,3,0.028,False
C2orf15,574,0.4534,1.175,0.1504,1,118.8,0.361,1,0.03,False
NSD2,575,0.4516,1.0073,0.1134,2,119.8,0.53,2,0.453,False
PDPK1,576,0.4514,0.8956,0.0869,3,119.4,0.629,3,0.217,False
COX19,577,0.4504,0.8956,0.0868,3,119.3,0.629,3,0.052,False
PHF3,578,0.449,0.8956,0.0865,3,119.1,0.629,3,0.365,False
CCDC136,579,0.4479,1.175,0.1493,1,118.2,0.361,1,0.065,False
HEATR3,580,0.4473,0.8956,0.0862,3,118.9,0.629,3,0.091,False
CCDC93,581,0.4461,0.8956,0.086,3,118.7,0.629,3,0.226,False
OTUD1,582,0.4458,0.8956,0.086,3,118.7,0.629,3,0.009,False
WARS2,583,0.4443,0.8956,0.0857,3,118.5,0.629,3,0.062,False
EXOSC10,584,0.4443,1.175,0.1486,1,129.0,0.361,1,1.0,False
SMARCC1,585,0.4381,0.8956,0.0846,3,117.8,0.629,3,0.65,False
SOCS4,586,0.4366,0.8956,0.0844,3,196.9,0.629,3,0.202,True
COQ6,587,0.436,0.8956,0.0842,3,117.5,0.629,3,0.024,False
DPH6,588,0.4345,0.8956,0.084,3,117.4,0.629,3,0.043,False
PRPF39,589,0.434,0.8956,0.0839,3,117.3,0.629,3,0.16,False
NASP,590,0.4322,1.0073,0.1097,2,117.5,0.53,2,0.004,False
SRSF11,591,0.431,0.8956,0.0834,3,117.0,0.629,3,0.154,False
CNBP,592,0.4294,0.8956,0.0831,3,116.8,0.629,3,0.199,False
EMC2,593,0.4287,0.8956,0.083,3,116.7,0.629,3,0.062,False
B4GALNT3,594,0.4281,1.0073,0.1089,2,111.8,0.53,2,0.016,False
NBN,595,0.4261,1.175,0.145,1,126.6,0.361,1,1.0,False
STXBP4,596,0.4254,1.0073,0.1085,2,195.4,0.53,2,0.182,True
ZRSR2,597,0.4252,0.8956,0.0824,3,116.3,0.629,3,0.064,False
XRN1,598,0.4238,0.8956,0.0822,3,116.1,0.629,3,0.168,False
CD5,599,0.4147,0.8956,0.0806,3,115.1,0.629,3,0.006,False
GTF3C6,600,0.4122,1.0073,0.106,2,115.2,0.53,2,0.064,False
ZNF274,601,0.4111,0.8956,0.08,3,114.6,0.629,3,0.947,False
GATAD1,602,0.4082,0.8956,0.0795,3,114.3,0.629,3,0.747,False
SARS2,603,0.4073,0.8956,0.0794,3,114.2,0.629,3,0.183,False
MTF1,604,0.4041,1.175,0.1408,1,123.9,0.361,1,0.681,False
MCM8,605,0.4028,0.8956,0.0787,3,113.7,0.629,3,0.11,False
COA5,606,0.4017,1.0073,0.1041,2,197.7,0.53,2,0.238,True
MSL2,607,0.4,0.8956,0.0782,3,113.4,0.629,3,0.266,False
LRBA,608,0.3997,0.8956,0.0782,3,113.3,0.629,3,0.001,False
PGAP2,609,0.3995,1.175,0.1399,1,112.6,0.361,1,0.009,True
MYC,610,0.3948,1.0073,0.1029,2,113.2,0.53,2,0.056,False
UCHL5,611,0.3892,0.8956,0.0765,3,187.8,0.629,3,0.423,True
CATSPERG,612,0.3883,1.175,0.1378,1,111.3,0.361,1,0.023,False
IRF1,613,0.3872,0.8956,0.0761,3,111.9,0.629,3,0.211,False
FGFR1OP2,614,0.387,0.8956,0.0761,3,187.3,0.629,3,0.229,True
NAA40,615,0.3867,0.8956,0.0761,3,111.9,0.629,3,0.373,False
NFKBIL1,616,0.3859,0.8956,0.0759,3,111.8,0.629,3,0.034,False
PDLIM2,617,0.3854,0.8956,0.0758,3,111.7,0.629,3,0.296,False
DRAP1,618,0.3849,0.8956,0.0758,3,186.9,0.629,3,0.352,True
TIAL1,619,0.3809,0.8956,0.0751,3,111.2,0.629,3,0.224,False
CCDC6,620,0.3784,0.8956,0.0747,3,110.9,0.629,3,0.549,False
ECHS1,621,0.3763,0.8956,0.0744,3,185.4,0.629,3,0.354,True
OAZ3,622,0.3751,1.175,0.1354,1,109.8,0.361,1,0.0,False
CCDC138,623,0.3736,0.8956,0.074,3,110.4,0.629,3,0.016,False
PMM2,624,0.3716,1.0073,0.0988,2,143.1,0.53,2,0.516,True
ZNF71,625,0.371,1.0073,0.0987,2,105.6,0.53,2,0.0,False
BUD23,626,0.37,1.175,0.1344,1,119.7,0.361,1,1.0,False
DEF8,627,0.3695,0.8956,0.0733,3,110.0,0.629,3,0.418,False
BRD1,628,0.3657,0.8956,0.0728,3,109.5,0.629,3,0.22,False
B3GAT1,629,0.3653,1.175,0.1336,1,101.3,0.361,1,0.036,False
EXOSC1,630,0.3649,1.0073,0.0977,2,183.8,0.53,2,0.485,True
FBXO42,631,0.364,0.8956,0.0725,3,109.4,0.629,3,0.182,False
GID8,632,0.3638,0.8956,0.0725,3,129.8,0.629,3,0.012,True
COMMD10,633,0.3622,0.8956,0.0722,3,109.2,0.629,3,0.551,False
TMED2,634,0.3614,0.8956,0.0721,3,109.1,0.629,3,0.772,False
LAMTOR3,635,0.3608,0.8956,0.072,3,109.0,0.629,3,0.475,False
PPP1R13L,636,0.3587,0.8956,0.0717,3,108.8,0.629,3,0.08,False
COX11,637,0.3568,1.0073,0.0963,2,182.4,0.53,2,0.153,True
ZMAT1,638,0.3559,1.175,0.1318,1,100.4,0.361,1,0.7,False
ATP5F1A,639,0.3528,0.8956,0.0708,3,181.0,0.629,3,0.094,True
TSR2,640,0.3521,1.175,0.1311,1,100.0,0.361,1,1.0,False
RIDA,641,0.3507,0.8956,0.0705,3,107.9,0.629,3,0.02,False
ANKRD49,642,0.3493,0.8956,0.0703,3,180.4,0.629,3,0.102,True
INTS15,643,0.3488,0.8956,0.0702,3,107.7,0.629,3,0.098,False
UBE2G2,644,0.3468,0.8956,0.0699,3,107.5,0.629,3,0.299,False
NDUFA8,645,0.3461,0.8956,0.0698,3,107.4,0.629,3,0.015,False
TCEAL3,646,0.3455,1.0073,0.0944,2,102.9,0.53,2,0.0,False
CD2,647,0.3455,0.8956,0.0697,3,107.3,0.629,3,0.003,False
LAIR2,648,0.3453,1.175,0.1299,1,106.6,0.361,1,0.0,False
DNAAF2,649,0.3453,1.0073,0.0944,2,111.6,0.53,2,0.33,False
TMX1,650,0.3442,0.8956,0.0695,3,107.2,0.629,3,0.0,False
PDIA6,651,0.3442,0.8956,0.0695,3,107.2,0.629,3,0.673,False
TOMM20,652,0.3424,1.175,0.1294,1,116.4,0.361,1,0.575,False
GPATCH8,653,0.3398,0.8956,0.0688,3,106.7,0.629,3,0.259,False
PTBP1,654,0.3397,0.8956,0.0688,3,106.7,0.629,3,0.411,False
RICTOR,655,0.3396,0.8956,0.0688,3,106.7,0.629,3,0.142,False
ALKBH2,656,0.339,0.8956,0.0687,3,126.6,0.629,3,0.264,True
ZFYVE21,657,0.338,0.8956,0.0686,3,106.5,0.629,3,0.195,False
XRN2,658,0.3343,1.175,0.128,1,98.2,0.361,1,1.0,False
SPTLC2,659,0.3321,0.8956,0.0677,3,105.9,0.629,3,0.182,False
UGDH,660,0.33,0.8956,0.0674,3,105.7,0.629,3,0.011,False
HSDL2,661,0.3266,0.8956,0.0669,3,105.3,0.629,3,0.224,False
STK40,662,0.3251,0.8956,0.0667,3,105.2,0.629,3,0.241,False
EP300,663,0.322,0.8956,0.0662,3,104.8,0.629,3,0.412,False
RANBP3,664,0.3215,0.8956,0.0662,3,104.8,0.629,3,0.497,False
ABCA3,665,0.3207,1.175,0.1256,1,104.0,0.361,1,0.005,False
ISCA2,666,0.32,0.8956,0.066,3,175.2,0.629,3,0.027,True
ADHFE1,667,0.3188,1.175,0.1252,1,103.8,0.361,1,0.005,False
SETD1B,668,0.3154,0.8956,0.0653,3,104.1,0.629,3,0.385,False
ZNF776,669,0.3135,1.175,0.1243,1,96.2,0.361,1,0.286,False
POLR3H,670,0.3108,1.175,0.1238,1,112.8,0.361,1,0.143,False
SMARCA4,671,0.31,0.8956,0.0645,3,103.6,0.629,3,0.13,False
PHF10,672,0.3091,0.8956,0.0644,3,103.5,0.629,3,0.166,False
UBE2V2,673,0.3078,0.8956,0.0642,3,103.3,0.629,3,0.021,False
PXMP4,674,0.3076,0.8956,0.0642,3,103.3,0.629,3,0.622,False
POLR2K,675,0.3071,1.175,0.1232,1,112.4,0.361,1,1.0,False
RIPOR1,676,0.307,1.175,0.1232,1,95.5,0.361,1,0.115,False
SLC25A22,677,0.3069,0.8956,0.0641,3,103.2,0.629,3,0.342,False
HBS1L,678,0.3048,1.175,0.1228,1,95.3,0.361,1,1.0,False
PELO,679,0.3038,0.8956,0.0637,3,102.9,0.629,3,0.153,False
CROT,680,0.301,0.8956,0.0633,3,102.6,0.629,3,0.16,False
TMEM167A,681,0.301,0.8956,0.0633,3,144.7,0.629,3,0.115,True
CCAR1,682,0.2986,1.0073,0.0868,2,102.7,0.53,2,0.597,False
FAM161B,683,0.2965,1.175,0.1213,1,101.5,0.361,1,0.099,True
INSIG1,684,0.2946,0.8956,0.0624,3,102.0,0.629,3,0.029,False
ST6GALNAC6,685,0.2946,1.0073,0.0862,2,102.3,0.53,2,0.006,False
PPP1R15B,686,0.2917,0.8956,0.062,3,101.7,0.629,3,0.253,False
THG1L,687,0.29,1.175,0.1202,1,110.4,0.361,1,0.103,False
